transaction_id,timestamp,amount,feature1,feature2,label
1120,2023-01-01 00:18:40,241.23,0.03,4.86,0
1121,2023-01-01 00:18:41,494.15,0.6,3.32,0
1122,2023-01-01 00:18:42,312.46,0.67,3.69,1
1123,2023-01-01 00:18:43,389.66,0.33,0.32,1
1124,2023-01-01 00:18:44,294.41,0.25,4.57,0
1125,2023-01-01 00:18:45,415.02,0.33,1.53,0
1126,2023-01-01 00:18:46,398.03,0.77,0.01,0
1127,2023-01-01 00:18:47,481.18,0.04,4.14,0
1128,2023-01-01 00:18:48,93.67,0.64,0.54,0
1129,2023-01-01 00:18:49,287.06,0.86,4.13,0
1130,2023-01-01 00:18:50,464.87,0.68,2.86,0
1131,2023-01-01 00:18:51,404.02,0.88,4.82,0
1132,2023-01-01 00:18:52,234.95,0.11,2.04,0
1133,2023-01-01 00:18:53,130.73,0.42,0.96,0
1134,2023-01-01 00:18:54,306.94,0.5,2.53,0
1135,2023-01-01 00:18:55,374.99,0.41,1.82,0
1136,2023-01-01 00:18:56,296.24,0.62,2.21,0
1137,2023-01-01 00:18:57,250.27,0.94,1.14,0
1138,2023-01-01 00:18:58,331.09,0.46,4.47,0
1139,2023-01-01 00:18:59,324.9,0.02,0.42,0
1140,2023-01-01 00:19:00,108.26,0.37,4.9,0
1141,2023-01-01 00:19:01,151.32,0.15,2.42,0
1142,2023-01-01 00:19:02,61.57,0.28,1.97,0
1143,2023-01-01 00:19:03,259.53,0.79,2.94,0
1144,2023-01-01 00:19:04,423.08,0.37,1.53,0
1145,2023-01-01 00:19:05,211.85,0.03,0.66,1
1146,2023-01-01 00:19:06,78.95,0.25,4.04,0
1147,2023-01-01 00:19:07,409.03,0.0,1.29,0
1148,2023-01-01 00:19:08,254.95,0.76,2.27,0
1149,2023-01-01 00:19:09,195.69,0.61,3.75,0
1150,2023-01-01 00:19:10,236.25,0.07,0.57,1
1151,2023-01-01 00:19:11,61.26,0.42,2.22,0
1152,2023-01-01 00:19:12,241.0,0.01,1.21,0
1153,2023-01-01 00:19:13,242.96,0.66,0.55,0
1154,2023-01-01 00:19:14,164.89,0.77,1.28,0
1155,2023-01-01 00:19:15,225.52,0.61,4.8,0
1156,2023-01-01 00:19:16,250.91,0.61,0.13,0
1157,2023-01-01 00:19:17,155.06,0.29,3.04,0
1158,2023-01-01 00:19:18,136.76,0.53,1.07,0
1159,2023-01-01 00:19:19,170.51,0.22,4.38,0
1160,2023-01-01 00:19:20,342.77,0.54,0.32,0
1161,2023-01-01 00:19:21,28.7,0.06,1.86,0
1162,2023-01-01 00:19:22,392.69,0.48,4.59,0
1163,2023-01-01 00:19:23,239.59,0.57,0.49,1
1164,2023-01-01 00:19:24,302.17,0.96,2.8,0
1165,2023-01-01 00:19:25,312.99,0.01,1.13,0
1166,2023-01-01 00:19:26,392.3,0.21,1.45,0
1167,2023-01-01 00:19:27,378.43,0.33,2.01,0
1168,2023-01-01 00:19:28,356.99,0.94,2.33,0
1169,2023-01-01 00:19:29,99.81,0.19,3.71,0
1170,2023-01-01 00:19:30,17.21,0.3,3.63,0
1171,2023-01-01 00:19:31,299.81,0.48,4.61,0
1172,2023-01-01 00:19:32,368.76,0.22,2.58,1
1173,2023-01-01 00:19:33,316.43,0.07,0.34,1
1174,2023-01-01 00:19:34,494.45,0.55,4.26,0
1175,2023-01-01 00:19:35,386.23,1.0,4.84,0
1176,2023-01-01 00:19:36,267.16,0.74,4.44,0
1177,2023-01-01 00:19:37,41.82,0.37,1.61,0
1178,2023-01-01 00:19:38,354.99,0.86,1.69,0
1179,2023-01-01 00:19:39,129.5,0.87,3.23,0
1180,2023-01-01 00:19:40,392.97,0.17,0.3,0
1181,2023-01-01 00:19:41,444.17,0.6,3.26,0
1182,2023-01-01 00:19:42,290.35,0.36,4.4,0
1183,2023-01-01 00:19:43,147.5,0.06,3.29,0
1184,2023-01-01 00:19:44,484.62,0.64,2.65,0
1185,2023-01-01 00:19:45,371.1,0.73,1.3,0
1186,2023-01-01 00:19:46,24.32,0.49,2.04,0
1187,2023-01-01 00:19:47,320.46,0.85,2.33,0
1188,2023-01-01 00:19:48,370.64,0.22,4.23,0
1189,2023-01-01 00:19:49,213.18,0.97,0.28,0
1190,2023-01-01 00:19:50,252.91,0.9,4.74,1
1191,2023-01-01 00:19:51,421.55,0.19,0.6,0
1192,2023-01-01 00:19:52,467.2,0.71,2.39,0
1193,2023-01-01 00:19:53,416.76,0.54,3.33,0
1194,2023-01-01 00:19:54,284.15,0.56,2.11,0
1195,2023-01-01 00:19:55,300.18,0.71,1.43,0
1196,2023-01-01 00:19:56,110.64,0.34,0.33,0
1197,2023-01-01 00:19:57,414.18,0.83,4.94,0
1198,2023-01-01 00:19:58,289.52,0.93,0.37,1
1199,2023-01-01 00:19:59,146.7,0.14,3.85,0
1200,2023-01-01 00:20:00,36.22,0.44,2.77,0
1201,2023-01-01 00:20:01,24.93,0.47,0.25,0
1202,2023-01-01 00:20:02,495.95,0.13,2.61,0
1203,2023-01-01 00:20:03,439.02,0.56,4.6,0
1204,2023-01-01 00:20:04,246.5,0.36,2.55,0
1205,2023-01-01 00:20:05,172.68,0.81,2.64,0
1206,2023-01-01 00:20:06,405.52,0.45,4.0,0
1207,2023-01-01 00:20:07,244.25,0.44,2.96,0
1208,2023-01-01 00:20:08,61.27,0.91,2.79,1
1209,2023-01-01 00:20:09,77.22,0.18,1.93,0
1210,2023-01-01 00:20:10,326.78,0.88,4.59,0
1211,2023-01-01 00:20:11,167.71,0.04,1.7,1
1212,2023-01-01 00:20:12,50.49,0.59,4.84,1
1213,2023-01-01 00:20:13,249.55,0.35,2.78,0
1214,2023-01-01 00:20:14,34.01,0.32,1.63,0
1215,2023-01-01 00:20:15,366.08,0.68,0.87,0
1216,2023-01-01 00:20:16,469.11,0.29,2.94,0
1217,2023-01-01 00:20:17,213.51,0.79,0.72,0
1218,2023-01-01 00:20:18,231.2,0.25,0.7,0
1219,2023-01-01 00:20:19,412.73,0.13,3.02,0
1220,2023-01-01 00:20:20,215.3,0.28,0.84,0
1221,2023-01-01 00:20:21,18.67,0.9,3.23,0
1222,2023-01-01 00:20:22,259.9,0.73,4.01,0
1223,2023-01-01 00:20:23,166.44,0.55,0.25,1
1224,2023-01-01 00:20:24,425.75,0.38,2.74,0
1225,2023-01-01 00:20:25,239.12,0.5,0.93,0
1226,2023-01-01 00:20:26,156.69,0.07,0.21,0
1227,2023-01-01 00:20:27,455.26,0.35,3.34,0
1228,2023-01-01 00:20:28,487.0,0.38,1.49,0
1229,2023-01-01 00:20:29,218.9,0.07,1.9,0
1230,2023-01-01 00:20:30,302.5,0.24,2.14,0
1231,2023-01-01 00:20:31,63.18,1.0,2.57,0
1232,2023-01-01 00:20:32,346.1,0.06,1.47,0
1233,2023-01-01 00:20:33,10.63,0.65,0.72,0
1234,2023-01-01 00:20:34,268.75,0.75,4.71,1
1235,2023-01-01 00:20:35,168.45,0.37,1.51,1
1236,2023-01-01 00:20:36,223.62,0.18,4.7,0
1237,2023-01-01 00:20:37,458.9,0.99,1.86,1
1238,2023-01-01 00:20:38,458.23,0.19,0.02,0
1239,2023-01-01 00:20:39,245.34,0.24,0.57,0
1240,2023-01-01 00:20:40,78.52,0.61,0.72,0
1241,2023-01-01 00:20:41,318.51,0.04,0.37,0
1242,2023-01-01 00:20:42,285.51,0.84,1.97,0
1243,2023-01-01 00:20:43,210.74,0.07,3.54,0
1244,2023-01-01 00:20:44,30.31,1.0,3.28,0
1245,2023-01-01 00:20:45,55.64,0.75,4.04,0
1246,2023-01-01 00:20:46,260.06,0.35,0.13,0
1247,2023-01-01 00:20:47,418.46,0.05,1.45,0
1248,2023-01-01 00:20:48,330.74,0.63,1.18,1
1249,2023-01-01 00:20:49,417.41,0.27,1.38,0
1250,2023-01-01 00:20:50,497.86,0.94,0.22,0
1251,2023-01-01 00:20:51,14.33,0.75,4.02,0
1252,2023-01-01 00:20:52,368.0,0.51,0.9,0
1253,2023-01-01 00:20:53,474.47,0.73,3.93,1
1254,2023-01-01 00:20:54,459.33,0.52,1.81,1
1255,2023-01-01 00:20:55,15.81,0.47,2.86,0
1256,2023-01-01 00:20:56,46.84,0.77,3.94,0
1257,2023-01-01 00:20:57,183.18,0.45,0.51,0
1258,2023-01-01 00:20:58,95.99,0.55,4.27,0
1259,2023-01-01 00:20:59,446.2,0.65,3.77,0
1260,2023-01-01 00:21:00,308.89,0.93,1.67,1
1261,2023-01-01 00:21:01,487.25,0.47,2.64,0
1262,2023-01-01 00:21:02,433.22,0.94,4.24,0
1263,2023-01-01 00:21:03,85.66,0.79,3.54,0
1264,2023-01-01 00:21:04,304.07,0.22,4.79,0
1265,2023-01-01 00:21:05,376.36,0.97,2.56,1
1266,2023-01-01 00:21:06,144.19,0.08,3.54,0
1267,2023-01-01 00:21:07,146.52,0.36,1.35,0
1268,2023-01-01 00:21:08,448.38,0.63,1.02,0
1269,2023-01-01 00:21:09,454.95,0.36,3.59,0
1270,2023-01-01 00:21:10,169.26,0.69,1.74,0
1271,2023-01-01 00:21:11,212.4,0.5,2.9,0
1272,2023-01-01 00:21:12,14.83,0.22,0.09,0
1273,2023-01-01 00:21:13,294.02,0.88,3.77,0
1274,2023-01-01 00:21:14,392.37,0.84,3.13,0
1275,2023-01-01 00:21:15,345.76,0.47,4.15,0
1276,2023-01-01 00:21:16,148.01,0.53,3.09,0
1277,2023-01-01 00:21:17,388.02,0.5,2.78,0
1278,2023-01-01 00:21:18,232.49,0.66,1.12,0
1279,2023-01-01 00:21:19,58.27,0.79,4.95,0
1280,2023-01-01 00:21:20,407.83,0.47,2.44,0
1281,2023-01-01 00:21:21,87.82,0.76,0.35,0
1282,2023-01-01 00:21:22,211.93,0.34,4.12,0
1283,2023-01-01 00:21:23,283.95,0.9,2.98,0
1284,2023-01-01 00:21:24,30.65,0.24,0.18,0
1285,2023-01-01 00:21:25,444.9,0.55,4.95,0
1286,2023-01-01 00:21:26,278.56,0.42,2.16,0
1287,2023-01-01 00:21:27,283.95,0.32,2.94,0
1288,2023-01-01 00:21:28,398.94,0.02,2.64,0
1289,2023-01-01 00:21:29,399.14,0.32,4.8,0
1290,2023-01-01 00:21:30,490.15,0.8,0.59,0
1291,2023-01-01 00:21:31,118.3,0.39,0.37,1
1292,2023-01-01 00:21:32,407.9,0.85,3.69,0
1293,2023-01-01 00:21:33,408.29,0.84,0.01,0
1294,2023-01-01 00:21:34,124.33,0.5,2.44,0
1295,2023-01-01 00:21:35,281.19,0.63,0.35,0
1296,2023-01-01 00:21:36,481.58,0.76,4.6,0
1297,2023-01-01 00:21:37,66.95,0.4,2.65,0
1298,2023-01-01 00:21:38,191.49,0.48,3.66,0
1299,2023-01-01 00:21:39,53.32,0.16,4.52,0
1300,2023-01-01 00:21:40,376.93,0.03,4.3,0
1301,2023-01-01 00:21:41,494.58,0.31,4.49,0
1302,2023-01-01 00:21:42,327.32,0.61,1.65,0
1303,2023-01-01 00:21:43,420.64,0.34,3.0,0
1304,2023-01-01 00:21:44,190.4,0.63,2.74,0
1305,2023-01-01 00:21:45,181.2,0.12,0.36,0
1306,2023-01-01 00:21:46,267.6,0.37,3.74,0
1307,2023-01-01 00:21:47,178.93,0.26,3.03,1
1308,2023-01-01 00:21:48,437.32,0.66,2.89,0
1309,2023-01-01 00:21:49,73.7,0.77,3.99,0
1310,2023-01-01 00:21:50,53.58,0.44,0.43,0
1311,2023-01-01 00:21:51,56.82,0.78,2.68,0
1312,2023-01-01 00:21:52,481.79,0.6,3.17,1
1313,2023-01-01 00:21:53,255.3,0.61,1.22,0
1314,2023-01-01 00:21:54,492.04,0.9,2.56,0
1315,2023-01-01 00:21:55,243.8,0.53,1.37,0
1316,2023-01-01 00:21:56,448.33,0.71,0.39,0
1317,2023-01-01 00:21:57,478.76,0.29,4.86,0
1318,2023-01-01 00:21:58,31.65,0.75,3.84,0
1319,2023-01-01 00:21:59,423.14,0.71,1.97,0
1320,2023-01-01 00:22:00,418.89,0.32,3.36,0
1321,2023-01-01 00:22:01,169.2,0.93,2.24,0
1322,2023-01-01 00:22:02,103.73,0.49,1.39,0
1323,2023-01-01 00:22:03,176.89,0.1,4.22,1
1324,2023-01-01 00:22:04,273.4,0.23,3.6,0
1325,2023-01-01 00:22:05,336.8,0.74,4.01,0
1326,2023-01-01 00:22:06,392.5,0.3,4.56,0
1327,2023-01-01 00:22:07,206.84,0.26,0.16,0
1328,2023-01-01 00:22:08,122.56,0.78,0.33,1
1329,2023-01-01 00:22:09,29.64,0.21,3.03,0
1330,2023-01-01 00:22:10,234.88,0.19,0.63,0
1331,2023-01-01 00:22:11,217.96,0.52,3.77,0
1332,2023-01-01 00:22:12,114.05,0.74,1.08,0
1333,2023-01-01 00:22:13,133.34,0.6,1.53,0
1334,2023-01-01 00:22:14,260.99,0.28,3.53,0
1335,2023-01-01 00:22:15,487.72,0.02,1.88,0
1336,2023-01-01 00:22:16,96.78,0.94,3.63,0
1337,2023-01-01 00:22:17,145.53,0.45,4.75,0
1338,2023-01-01 00:22:18,344.12,0.53,3.32,0
1339,2023-01-01 00:22:19,368.84,0.03,0.52,1
1340,2023-01-01 00:22:20,145.18,0.05,2.41,0
1341,2023-01-01 00:22:21,326.23,0.45,4.21,0
1342,2023-01-01 00:22:22,234.85,0.83,3.58,0
1343,2023-01-01 00:22:23,468.08,0.19,1.82,0
1344,2023-01-01 00:22:24,464.2,0.36,1.25,0
1345,2023-01-01 00:22:25,90.23,0.95,0.29,0
1346,2023-01-01 00:22:26,51.47,0.17,1.08,0
1347,2023-01-01 00:22:27,11.49,0.42,0.56,0
1348,2023-01-01 00:22:28,150.09,0.33,0.02,0
1349,2023-01-01 00:22:29,452.63,0.93,2.63,0
1350,2023-01-01 00:22:30,415.76,0.96,0.35,0
1351,2023-01-01 00:22:31,118.32,0.96,0.77,0
1352,2023-01-01 00:22:32,330.96,0.9,2.99,0
1353,2023-01-01 00:22:33,283.53,0.61,3.91,0
1354,2023-01-01 00:22:34,108.5,0.28,1.25,0
1355,2023-01-01 00:22:35,337.85,0.27,4.64,0
1356,2023-01-01 00:22:36,200.78,1.0,1.71,0
1357,2023-01-01 00:22:37,278.84,0.09,4.99,0
1358,2023-01-01 00:22:38,208.95,0.34,4.82,0
1359,2023-01-01 00:22:39,65.21,0.47,4.02,0
1360,2023-01-01 00:22:40,259.99,0.45,4.88,0
1361,2023-01-01 00:22:41,450.54,0.93,1.63,0
1362,2023-01-01 00:22:42,485.79,0.23,4.34,0
1363,2023-01-01 00:22:43,468.32,0.63,2.25,0
1364,2023-01-01 00:22:44,184.46,0.71,4.78,0
1365,2023-01-01 00:22:45,254.54,0.01,0.0,0
1366,2023-01-01 00:22:46,239.88,0.54,0.45,0
1367,2023-01-01 00:22:47,175.19,0.78,4.74,1
1368,2023-01-01 00:22:48,87.89,0.57,3.75,0
1369,2023-01-01 00:22:49,306.57,0.28,0.99,0
1370,2023-01-01 00:22:50,46.63,0.41,1.57,0
1371,2023-01-01 00:22:51,170.6,0.5,4.68,1
1372,2023-01-01 00:22:52,129.08,0.16,0.37,0
1373,2023-01-01 00:22:53,56.28,0.39,1.81,0
1374,2023-01-01 00:22:54,422.5,0.01,3.47,0
1375,2023-01-01 00:22:55,237.36,0.29,0.43,0
1376,2023-01-01 00:22:56,28.63,0.97,3.55,1
1377,2023-01-01 00:22:57,390.87,0.75,2.62,0
1378,2023-01-01 00:22:58,401.74,0.88,2.16,0
1379,2023-01-01 00:22:59,359.91,0.35,3.94,0
1380,2023-01-01 00:23:00,142.92,0.58,4.61,0
1381,2023-01-01 00:23:01,41.72,0.66,3.71,1
1382,2023-01-01 00:23:02,496.47,0.68,0.14,0
1383,2023-01-01 00:23:03,11.8,0.43,3.55,0
1384,2023-01-01 00:23:04,74.77,0.53,1.5,0
1385,2023-01-01 00:23:05,478.21,0.52,2.12,0
1386,2023-01-01 00:23:06,376.03,0.36,0.96,0
1387,2023-01-01 00:23:07,227.8,0.23,4.19,0
1388,2023-01-01 00:23:08,178.13,0.89,4.61,0
1389,2023-01-01 00:23:09,297.97,0.19,4.67,1
1390,2023-01-01 00:23:10,348.7,0.97,0.88,0
1391,2023-01-01 00:23:11,358.96,0.22,4.78,0
1392,2023-01-01 00:23:12,15.95,0.09,3.57,1
1393,2023-01-01 00:23:13,350.42,0.3,0.57,0
1394,2023-01-01 00:23:14,114.49,0.9,4.14,0
1395,2023-01-01 00:23:15,112.27,0.66,2.83,1
1396,2023-01-01 00:23:16,48.05,0.2,2.06,0
1397,2023-01-01 00:23:17,301.34,0.57,2.19,1
1398,2023-01-01 00:23:18,383.87,0.87,4.07,1
1399,2023-01-01 00:23:19,36.31,0.77,2.95,0
1400,2023-01-01 00:23:20,323.72,0.03,3.59,0
1401,2023-01-01 00:23:21,51.36,0.85,4.79,0
1402,2023-01-01 00:23:22,12.77,0.73,1.45,0
1403,2023-01-01 00:23:23,66.4,0.74,2.99,1
1404,2023-01-01 00:23:24,176.22,0.62,1.73,0
1405,2023-01-01 00:23:25,274.89,0.74,4.11,0
1406,2023-01-01 00:23:26,115.17,0.25,4.58,1
1407,2023-01-01 00:23:27,233.7,0.91,3.76,0
1408,2023-01-01 00:23:28,274.29,0.45,4.34,1
1409,2023-01-01 00:23:29,490.11,0.26,1.19,0
1410,2023-01-01 00:23:30,281.05,0.28,3.37,0
1411,2023-01-01 00:23:31,24.0,0.36,2.13,0
1412,2023-01-01 00:23:32,162.27,0.19,3.77,0
1413,2023-01-01 00:23:33,210.19,0.91,4.03,0
1414,2023-01-01 00:23:34,285.74,0.64,0.94,0
1415,2023-01-01 00:23:35,460.5,0.88,4.38,0
1416,2023-01-01 00:23:36,41.74,0.51,3.28,0
1417,2023-01-01 00:23:37,107.02,0.51,4.3,0
1418,2023-01-01 00:23:38,11.31,0.98,4.04,0
1419,2023-01-01 00:23:39,76.0,0.74,3.81,0
1420,2023-01-01 00:23:40,280.3,0.74,1.39,0
1421,2023-01-01 00:23:41,312.11,0.9,4.87,0
1422,2023-01-01 00:23:42,378.51,0.0,0.81,1
1423,2023-01-01 00:23:43,296.05,0.74,4.82,0
1424,2023-01-01 00:23:44,249.85,0.68,0.29,0
1425,2023-01-01 00:23:45,183.53,0.22,1.95,0
1426,2023-01-01 00:23:46,68.07,0.34,3.4,0
1427,2023-01-01 00:23:47,252.95,0.64,2.12,0
1428,2023-01-01 00:23:48,482.09,0.99,1.27,0
1429,2023-01-01 00:23:49,313.65,0.85,2.9,0
1430,2023-01-01 00:23:50,122.55,0.32,2.18,0
1431,2023-01-01 00:23:51,295.67,0.29,4.93,0
1432,2023-01-01 00:23:52,437.44,0.52,0.1,0
1433,2023-01-01 00:23:53,118.23,0.81,1.39,0
1434,2023-01-01 00:23:54,89.75,0.12,0.92,0
1435,2023-01-01 00:23:55,96.52,0.38,1.74,0
1436,2023-01-01 00:23:56,275.6,0.42,0.69,0
1437,2023-01-01 00:23:57,410.62,0.18,3.06,0
1438,2023-01-01 00:23:58,93.01,0.88,4.77,0
1439,2023-01-01 00:23:59,178.2,0.29,0.11,0
1440,2023-01-01 00:24:00,58.02,0.4,1.39,0
1441,2023-01-01 00:24:01,187.73,0.92,4.34,0
1442,2023-01-01 00:24:02,290.79,0.44,1.4,0
1443,2023-01-01 00:24:03,121.44,0.79,0.28,0
1444,2023-01-01 00:24:04,431.54,0.09,1.53,0
1445,2023-01-01 00:24:05,303.76,0.44,2.9,0
1446,2023-01-01 00:24:06,436.09,0.44,4.04,0
1447,2023-01-01 00:24:07,56.92,0.86,2.32,0
1448,2023-01-01 00:24:08,282.01,0.21,2.38,0
1449,2023-01-01 00:24:09,83.79,0.06,1.69,0
1450,2023-01-01 00:24:10,404.14,0.66,2.0,0
1451,2023-01-01 00:24:11,161.13,0.15,2.92,0
1452,2023-01-01 00:24:12,458.65,0.15,1.19,0
1453,2023-01-01 00:24:13,75.56,0.37,2.27,0
1454,2023-01-01 00:24:14,444.54,0.46,4.59,0
1455,2023-01-01 00:24:15,118.95,0.68,0.26,0
1456,2023-01-01 00:24:16,102.72,0.37,3.49,0
1457,2023-01-01 00:24:17,394.98,0.72,3.84,0
1458,2023-01-01 00:24:18,253.33,0.37,4.53,1
1459,2023-01-01 00:24:19,92.75,0.08,4.29,0
1460,2023-01-01 00:24:20,62.52,0.65,3.78,0
1461,2023-01-01 00:24:21,62.94,0.56,1.73,0
1462,2023-01-01 00:24:22,161.96,0.36,4.37,0
1463,2023-01-01 00:24:23,444.7,0.89,3.66,0
1464,2023-01-01 00:24:24,470.44,0.92,1.62,0
1465,2023-01-01 00:24:25,253.22,0.29,4.5,0
1466,2023-01-01 00:24:26,289.34,0.32,4.65,0
1467,2023-01-01 00:24:27,374.51,0.27,2.22,0
1468,2023-01-01 00:24:28,255.8,0.33,4.44,0
1469,2023-01-01 00:24:29,171.33,0.73,1.51,0
1470,2023-01-01 00:24:30,407.66,0.25,0.48,0
1471,2023-01-01 00:24:31,92.73,0.3,4.55,0
1472,2023-01-01 00:24:32,128.82,0.67,2.14,0
1473,2023-01-01 00:24:33,128.1,0.37,1.33,0
1474,2023-01-01 00:24:34,360.41,0.25,4.42,0
1475,2023-01-01 00:24:35,467.03,0.67,0.48,0
1476,2023-01-01 00:24:36,441.18,0.55,2.82,0
1477,2023-01-01 00:24:37,43.36,0.98,3.39,0
1478,2023-01-01 00:24:38,242.27,0.77,4.57,1
1479,2023-01-01 00:24:39,298.21,0.86,2.37,0
1480,2023-01-01 00:24:40,387.42,0.51,0.43,0
1481,2023-01-01 00:24:41,351.03,0.35,0.26,0
1482,2023-01-01 00:24:42,217.57,0.18,3.94,0
1483,2023-01-01 00:24:43,190.23,0.6,2.3,0
1484,2023-01-01 00:24:44,354.91,0.15,0.55,0
1485,2023-01-01 00:24:45,330.98,0.07,2.2,0
1486,2023-01-01 00:24:46,276.61,0.13,2.48,0
1487,2023-01-01 00:24:47,456.35,0.78,2.17,0
1488,2023-01-01 00:24:48,431.66,0.36,3.86,0
1489,2023-01-01 00:24:49,130.75,0.03,4.59,0
1490,2023-01-01 00:24:50,418.85,0.2,3.66,0
1491,2023-01-01 00:24:51,322.18,0.03,3.39,0
1492,2023-01-01 00:24:52,388.47,0.48,3.06,0
1493,2023-01-01 00:24:53,352.53,0.19,4.88,0
1494,2023-01-01 00:24:54,63.48,0.29,1.16,1
1495,2023-01-01 00:24:55,458.62,0.84,1.6,0
1496,2023-01-01 00:24:56,259.9,0.74,4.24,0
1497,2023-01-01 00:24:57,331.73,0.58,2.89,0
1498,2023-01-01 00:24:58,177.91,0.69,0.41,1
1499,2023-01-01 00:24:59,79.51,0.84,4.24,0
1500,2023-01-01 00:25:00,358.12,0.39,4.43,0
1501,2023-01-01 00:25:01,141.74,0.96,1.14,1
1502,2023-01-01 00:25:02,392.42,0.41,2.91,1
1503,2023-01-01 00:25:03,181.11,0.0,3.09,0
1504,2023-01-01 00:25:04,92.02,0.19,3.95,0
1505,2023-01-01 00:25:05,103.85,0.9,1.17,0
1506,2023-01-01 00:25:06,327.31,0.72,4.5,0
1507,2023-01-01 00:25:07,85.34,0.16,3.54,1
1508,2023-01-01 00:25:08,194.78,0.76,1.34,0
1509,2023-01-01 00:25:09,175.83,0.86,1.44,0
1510,2023-01-01 00:25:10,219.24,0.05,4.97,0
1511,2023-01-01 00:25:11,324.29,0.65,1.47,0
1512,2023-01-01 00:25:12,361.5,0.76,4.16,0
1513,2023-01-01 00:25:13,39.21,0.05,3.45,1
1514,2023-01-01 00:25:14,402.47,0.14,2.03,1
1515,2023-01-01 00:25:15,46.86,0.87,3.58,0
1516,2023-01-01 00:25:16,339.92,0.98,3.93,0
1517,2023-01-01 00:25:17,25.84,0.88,4.12,0
1518,2023-01-01 00:25:18,78.69,0.1,1.6,0
1519,2023-01-01 00:25:19,313.33,0.9,4.62,0
1520,2023-01-01 00:25:20,54.29,0.81,0.71,0
1521,2023-01-01 00:25:21,275.65,0.42,0.66,0
1522,2023-01-01 00:25:22,89.64,0.77,0.59,0
1523,2023-01-01 00:25:23,68.42,0.99,0.68,0
1524,2023-01-01 00:25:24,237.03,0.29,4.67,0
1525,2023-01-01 00:25:25,150.59,0.64,0.66,0
1526,2023-01-01 00:25:26,236.04,0.97,3.9,1
1527,2023-01-01 00:25:27,268.22,0.47,3.39,0
1528,2023-01-01 00:25:28,76.78,0.92,0.31,0
1529,2023-01-01 00:25:29,204.31,0.59,3.87,0
1530,2023-01-01 00:25:30,222.91,0.5,1.8,0
1531,2023-01-01 00:25:31,80.41,0.71,2.37,0
1532,2023-01-01 00:25:32,351.85,0.71,0.28,0
1533,2023-01-01 00:25:33,10.26,0.49,4.67,0
1534,2023-01-01 00:25:34,484.26,0.4,0.82,0
1535,2023-01-01 00:25:35,90.86,0.2,4.15,0
1536,2023-01-01 00:25:36,320.48,0.71,3.56,0
1537,2023-01-01 00:25:37,77.77,0.13,3.62,0
1538,2023-01-01 00:25:38,446.56,0.76,2.1,0
1539,2023-01-01 00:25:39,238.07,0.42,2.31,0
1540,2023-01-01 00:25:40,422.46,0.7,4.85,0
1541,2023-01-01 00:25:41,324.42,0.67,3.33,0
1542,2023-01-01 00:25:42,108.69,0.56,4.25,0
1543,2023-01-01 00:25:43,399.81,0.32,3.17,0
1544,2023-01-01 00:25:44,453.39,0.22,4.62,0
1545,2023-01-01 00:25:45,246.52,0.04,3.12,0
1546,2023-01-01 00:25:46,304.31,0.45,2.93,0
1547,2023-01-01 00:25:47,119.13,0.05,3.39,0
1548,2023-01-01 00:25:48,154.51,0.61,4.37,0
1549,2023-01-01 00:25:49,499.95,1.0,0.79,0
1550,2023-01-01 00:25:50,262.29,0.7,3.33,0
1551,2023-01-01 00:25:51,358.7,0.28,4.66,0
1552,2023-01-01 00:25:52,351.28,0.2,1.08,0
1553,2023-01-01 00:25:53,491.22,0.7,4.39,0
1554,2023-01-01 00:25:54,403.88,0.07,0.59,0
1555,2023-01-01 00:25:55,69.04,0.65,4.91,0
1556,2023-01-01 00:25:56,78.63,0.68,1.11,0
1557,2023-01-01 00:25:57,324.61,0.36,3.7,0
1558,2023-01-01 00:25:58,61.0,0.53,2.85,0
1559,2023-01-01 00:25:59,470.14,0.9,2.36,0
1560,2023-01-01 00:26:00,392.39,0.03,2.06,0
1561,2023-01-01 00:26:01,434.31,0.72,0.7,0
1562,2023-01-01 00:26:02,347.63,0.24,2.47,0
1563,2023-01-01 00:26:03,260.3,0.51,2.06,0
1564,2023-01-01 00:26:04,70.76,0.11,3.96,1
1565,2023-01-01 00:26:05,23.17,0.21,4.85,0
1566,2023-01-01 00:26:06,13.71,0.36,3.79,0
1567,2023-01-01 00:26:07,151.11,0.42,1.65,0
1568,2023-01-01 00:26:08,445.89,0.33,0.04,0
1569,2023-01-01 00:26:09,123.87,0.15,1.69,0
1570,2023-01-01 00:26:10,31.4,0.26,4.11,0
1571,2023-01-01 00:26:11,189.36,0.03,1.09,0
1572,2023-01-01 00:26:12,354.57,0.05,2.04,0
1573,2023-01-01 00:26:13,408.17,0.44,1.88,1
1574,2023-01-01 00:26:14,107.26,0.75,3.93,1
1575,2023-01-01 00:26:15,214.97,0.48,4.77,0
1576,2023-01-01 00:26:16,129.71,0.96,0.22,0
1577,2023-01-01 00:26:17,192.16,0.98,2.82,0
1578,2023-01-01 00:26:18,166.83,0.17,0.31,0
1579,2023-01-01 00:26:19,222.66,0.58,1.99,0
1580,2023-01-01 00:26:20,275.56,0.68,2.52,1
1581,2023-01-01 00:26:21,74.45,0.24,3.25,1
1582,2023-01-01 00:26:22,481.92,0.74,4.94,0
1583,2023-01-01 00:26:23,449.55,1.0,1.38,0
1584,2023-01-01 00:26:24,88.91,0.57,0.42,0
